expense_id,restaurat_id,bills,vendors,wage advances,repairs,sundries,Exp Date
10890,30,116.75,88.88,276.37,12.01,74.29,2024-10-31
10891,30,388.1,2.15,464.93,64.29,50.69,2024-11-01
10892,30,49.07,12.8,342.68,30.63,92.33,2024-11-02
10893,30,148.57,40.87,188.93,97.4,51.85,2024-11-03
10894,30,93.55,51.17,358.19,223.84,72.42,2024-11-04
10895,30,134.39,57.23,3.81,174.76,5.47,2024-11-05
10896,30,71.61,31.26,117.32,164.48,64.08,2024-11-06
10897,30,344.77,39.91,235.96,214.21,87.84,2024-11-07
10898,30,264.82,161.94,1.84,114.59,88.44,2024-11-08
10899,30,40.37,8.76,38.87,41.45,99.16,2024-11-09
10900,30,154.53,65.34,91.42,328.74,76.24,2024-11-10
10901,30,153.2,28.69,6.72,113.22,22.09,2024-11-11
10902,30,282.03,7.31,443.07,10.84,24.17,2024-11-12
10903,30,45.96,7.31,197.89,35.81,57.25,2024-11-13
10904,30,16.24,24.27,12.01,29.95,20.75,2024-11-14
10905,30,424.32,43.93,482.01,0.12,46.99,2024-11-15
10906,30,101.31,9.18,445.61,204.57,68.96,2024-11-16
10907,30,160.12,14.58,342.78,9.29,31.19,2024-11-17
10908,30,7.71,50.08,36.4,90.34,92.46,2024-11-18
10909,30,133.43,5.43,999.99,1206.01,93.11,2024-11-19
10910,30,150.47,49.91,297.47,7.21,88.11,2024-11-20
10911,30,28.53,47.03,147.14,128.37,20.3,2024-11-21
10912,30,93.45,8.03,140.45,127.81,90.04,2024-11-22
10913,30,100.16,38.25,177.79,18.74,74.37,2024-11-23
10914,30,406.28,54.92,16.43,15.43,39.87,2024-11-24
10915,30,52.2,39.35,218.22,154.93,37.1,2024-11-25
10916,30,276.49,77.12,80.91,4.57,25.31,2024-11-26
10917,30,151.74,15.13,48.57,52.51,10.09,2024-11-27
10918,30,282.46,43.05,94.02,87.47,6.94,2024-11-28
10919,30,199.89,64.33,306.12,78.34,32.53,2024-11-29
10920,30,41.61,43.14,18.04,94.82,36.05,2024-11-30
10921,30,62.62,67.27,57.27,39.77,19.29,2024-12-01
10922,30,0.42,6.63,52.11,39.21,93.36,2024-12-02
10923,30,139.36,135.72,22.87,20.13,24.0,2024-12-03
10924,30,325.99,24.23,259.66,187.04,41.91,2024-12-04
10925,30,54.67,2.01,189.15,74.0,50.37,2024-12-05
10926,30,115.65,199.99,115.86,37.58,62.78,2024-12-06
10927,30,6.4,68.22,479.47,38.68,2.06,2024-12-07
10928,30,449.54,17.43,571.31,19.85,39.05,2024-12-08
10929,30,307.17,130.49,354.93,1050.89,16.57,2024-12-09
10930,30,44.33,17.2,911.94,100.92,58.98,2024-12-10
10931,30,121.75,135.83,3.81,289.2,27.64,2024-12-11
10932,30,139.24,51.56,67.86,255.4,79.01,2024-12-12
10933,30,325.68,105.82,319.3,44.34,88.84,2024-12-13
10934,30,59.43,31.38,125.72,91.85,71.84,2024-12-14
10935,30,37.84,38.26,22.4,33.82,3.79,2024-12-15
10936,30,65.78,69.58,180.63,25.97,67.69,2024-12-16
10937,30,269.51,20.87,428.53,11.79,57.16,2024-12-17
10938,30,202.05,12.52,53.29,16.43,56.09,2024-12-18
10939,30,38.62,11.64,149.56,126.73,55.05,2024-12-19
10940,30,88.31,45.79,15.65,126.29,92.19,2024-12-20
10941,30,189.45,18.47,58.2,67.27,66.29,2024-12-21
10942,30,363.06,11.24,87.67,3.34,75.8,2024-12-22
10943,30,146.43,31.57,44.01,105.81,31.49,2024-12-23
10944,30,318.09,29.96,229.8,54.58,16.94,2024-12-24
10945,30,76.49,30.66,112.44,1352.68,9.78,2024-12-25
10946,30,78.73,148.34,164.56,29.43,34.36,2024-12-26
10947,30,8.14,31.77,37.71,20.7,21.45,2024-12-27
10948,30,583.03,60.66,23.37,3.75,26.41,2024-12-28
10949,30,94.48,26.53,379.64,76.63,57.74,2024-12-29
10950,30,346.01,32.3,180.31,31.12,4.23,2024-12-30
10951,31,218.65,83.11,231.2,29.16,42.34,2024-01-01
10952,31,52.55,31.52,109.07,298.33,85.49,2024-01-02
10953,31,67.67,7.89,503.16,183.67,3.75,2024-01-03
10954,31,235.45,38.88,6.61,28.57,40.4,2024-01-04
10955,31,2.92,31.91,13.41,29.86,72.99,2024-01-05
10956,31,58.05,101.78,133.5,6.3,27.84,2024-01-06
10957,31,264.11,19.56,44.06,189.99,73.25,2024-01-07
10958,31,35.04,48.87,288.13,16.39,11.96,2024-01-08
10959,31,79.14,51.8,79.76,232.58,46.03,2024-01-09
10960,31,38.54,33.46,154.64,32.21,87.26,2024-01-10
10961,31,104.96,69.48,309.62,64.02,90.54,2024-01-11
10962,31,71.58,69.36,62.47,1266.29,83.19,2024-01-12
10963,31,268.11,143.55,368.81,61.76,79.84,2024-01-13
10964,31,2.92,13.2,20.63,0.08,45.6,2024-01-14
10965,31,2.42,16.54,266.74,73.74,84.61,2024-01-15
10966,31,408.63,43.27,42.51,2.47,11.9,2024-01-16
10967,31,24.58,9.65,118.24,0.77,33.61,2024-01-17
10968,31,663.04,25.8,227.45,222.16,83.01,2024-01-18
10969,31,296.09,4.14,682.16,32.58,97.16,2024-01-19
10970,31,13.35,23.4,20.58,20.05,63.5,2024-01-20
10971,31,11.74,12.04,347.62,45.69,44.39,2024-01-21
10972,31,11.44,16.7,161.47,102.82,21.69,2024-01-22
10973,31,170.85,39.95,158.79,115.7,33.2,2024-01-23
10974,31,145.12,43.76,58.17,122.95,99.26,2024-01-24
10975,31,71.86,29.63,323.7,3.41,83.82,2024-01-25
10976,31,211.53,1.11,134.54,47.71,30.31,2024-01-26
10977,31,5.88,23.1,37.29,140.05,63.44,2024-01-27
10978,31,27.83,79.85,32.8,132.98,18.57,2024-01-28
10979,31,24.0,54.28,13.9,120.49,86.2,2024-01-29
10980,31,51.22,5.54,63.14,3.63,39.51,2024-01-30
10981,31,182.33,27.88,999.99,79.43,90.56,2024-01-31
10982,31,29.26,10.99,133.72,1438.41,76.96,2024-02-01
10983,31,20.31,11.21,47.51,20.54,98.09,2024-02-02
10984,31,42.76,199.99,27.9,282.87,51.34,2024-02-03
10985,31,210.13,45.04,446.83,156.48,3.1,2024-02-04
10986,31,587.65,49.33,230.47,187.81,81.11,2024-02-05
10987,31,72.16,0.78,4.82,86.52,87.28,2024-02-06
10988,31,1.77,30.88,458.61,146.31,47.46,2024-02-07
10989,31,97.95,33.59,497.02,48.8,3.23,2024-02-08
10990,31,25.5,30.6,375.54,10.09,92.17,2024-02-09
10991,31,236.48,24.79,13.44,11.36,99.45,2024-02-10
10992,31,170.86,12.75,142.96,32.66,19.79,2024-02-11
10993,31,49.66,32.7,37.89,17.75,54.62,2024-02-12
10994,31,93.95,6.74,2.82,30.14,30.3,2024-02-13
10995,31,37.83,30.3,10.07,167.43,22.02,2024-02-14
10996,31,169.64,8.18,233.23,1445.65,17.67,2024-02-15
10997,31,155.24,50.77,510.18,17.63,62.63,2024-02-16
10998,31,182.16,37.48,174.55,169.7,16.4,2024-02-17
10999,31,402.27,0.53,23.41,102.82,55.56,2024-02-18
11000,31,145.64,16.51,395.44,49.23,78.79,2024-02-19
11001,31,39.61,13.15,395.92,79.55,78.1,2024-02-20
11002,31,23.85,119.51,84.97,149.37,35.35,2024-02-21
11003,31,71.78,65.32,863.3,1.8,58.09,2024-02-22
11004,31,48.38,16.19,901.47,170.56,58.36,2024-02-23
11005,31,216.15,53.0,373.57,45.81,19.2,2024-02-24
11006,31,81.3,53.34,242.09,24.99,22.03,2024-02-25
11007,31,372.87,5.61,275.17,225.86,75.08,2024-02-26
11008,31,35.98,1.85,507.77,1042.82,94.89,2024-02-27
11009,31,470.21,24.81,105.43,200.6,51.73,2024-02-28
11010,31,400.58,16.4,526.48,67.77,10.84,2024-02-29
11011,31,26.86,91.53,181.29,88.68,11.44,2024-03-01
11012,31,85.01,36.83,632.96,63.52,59.03,2024-03-02
11013,31,383.13,18.02,177.72,112.99,16.56,2024-03-03
11014,31,29.31,24.6,115.46,187.03,61.05,2024-03-04
11015,31,27.33,8.46,392.57,41.52,50.76,2024-03-05
11016,31,91.39,33.07,336.74,73.19,65.67,2024-03-06
11017,31,177.32,28.36,32.88,1164.57,90.65,2024-03-07
11018,31,67.4,52.14,32.74,31.14,94.56,2024-03-08
11019,31,88.5,18.7,108.6,46.5,72.27,2024-03-09
11020,31,78.38,23.75,644.56,103.33,91.44,2024-03-10
11021,31,92.0,7.16,149.96,50.99,35.59,2024-03-11
11022,31,139.63,9.84,22.53,69.17,3.93,2024-03-12
11023,31,47.0,11.98,301.37,40.13,24.5,2024-03-13
11024,31,71.48,4.33,289.67,125.42,64.77,2024-03-14
11025,31,132.12,74.69,42.09,388.19,4.05,2024-03-15
11026,31,68.06,26.28,62.94,127.67,90.54,2024-03-16
11027,31,11.63,12.81,69.56,115.27,54.15,2024-03-17
11028,31,442.21,16.02,605.78,59.74,70.92,2024-03-18
11029,31,14.09,16.37,71.88,70.22,43.66,2024-03-19
11030,31,146.06,165.67,43.41,108.21,22.85,2024-03-20
11031,31,259.5,142.35,86.42,93.0,60.3,2024-03-21
11032,31,78.51,1.76,149.54,6.11,99.64,2024-03-22
11033,31,8.04,58.51,159.24,91.8,29.77,2024-03-23
11034,31,41.63,88.56,50.66,1165.03,15.73,2024-03-24
11035,31,124.89,43.01,584.71,46.96,77.18,2024-03-25
11036,31,115.49,65.18,63.2,76.4,21.76,2024-03-26
11037,31,437.82,125.66,34.34,10.8,74.64,2024-03-27
11038,31,301.21,31.56,394.22,38.97,64.71,2024-03-28
11039,31,443.3,28.98,248.21,3.61,18.32,2024-03-29
11040,31,102.45,7.1,3.38,17.51,93.6,2024-03-30
11041,31,2.06,3.18,23.2,30.06,36.95,2024-03-31
11042,31,607.84,106.53,212.18,1437.28,52.41,2024-04-01
11043,31,275.28,148.37,47.58,1007.77,6.08,2024-04-02
11044,31,26.72,45.65,346.92,21.39,61.81,2024-04-03
11045,31,56.98,184.16,537.8,4.0,29.56,2024-04-04
11046,31,131.64,36.39,46.51,88.8,74.93,2024-04-05
11047,31,82.91,2.4,605.82,2.06,34.88,2024-04-06
11048,31,96.04,11.95,273.39,163.16,77.19,2024-04-07
11049,31,268.2,55.41,125.14,2.97,49.7,2024-04-08
11050,31,44.67,33.06,89.52,36.74,3.81,2024-04-09
11051,31,315.04,47.16,232.79,28.41,36.59,2024-04-10
11052,31,288.25,22.13,265.79,12.8,42.02,2024-04-11
11053,31,48.46,61.34,218.7,21.02,27.68,2024-04-12
11054,31,116.05,31.43,54.67,18.62,72.28,2024-04-13
11055,31,1.73,107.11,31.59,25.82,86.97,2024-04-14
11056,31,414.01,58.93,215.59,58.84,18.68,2024-04-15
11057,31,215.5,22.63,123.84,3.14,60.03,2024-04-16
11058,31,60.27,34.15,202.81,29.99,38.63,2024-04-17
11059,31,145.35,46.9,275.25,14.31,1.65,2024-04-18
11060,31,526.8,62.36,176.55,128.72,15.11,2024-04-19
11061,31,28.74,111.07,504.52,186.33,24.96,2024-04-20
11062,31,137.11,7.42,128.95,37.01,28.83,2024-04-21
11063,31,111.46,96.04,191.59,19.88,4.54,2024-04-22
11064,31,153.55,64.7,209.88,1206.95,88.74,2024-04-23
11065,31,45.03,11.5,21.59,201.49,17.1,2024-04-24
11066,31,3.36,2.21,187.2,131.92,6.44,2024-04-25
11067,31,3.53,90.63,458.67,63.17,27.64,2024-04-26
11068,31,2.29,73.66,126.05,21.11,76.9,2024-04-27
11069,31,36.35,9.37,16.49,4.15,94.65,2024-04-28
11070,31,9.87,20.18,14.78,89.67,31.44,2024-04-29
11071,31,65.65,33.5,207.21,67.53,25.76,2024-04-30
11072,31,226.09,23.98,81.79,1.82,80.04,2024-05-01
11073,31,15.15,17.48,294.7,54.62,72.39,2024-05-02
11074,31,5.1,3.26,23.48,116.51,41.36,2024-05-03
11075,31,2.18,95.01,132.93,31.0,29.25,2024-05-04
11076,31,80.11,120.36,517.08,82.44,27.88,2024-05-05
11077,31,109.2,32.59,201.21,11.03,63.84,2024-05-06
11078,31,86.12,6.56,98.41,167.7,41.24,2024-05-07
11079,31,10.07,51.73,747.25,10.12,35.87,2024-05-08
11080,31,52.76,14.69,529.72,4.11,77.17,2024-05-09
11081,31,211.13,14.11,75.21,73.68,54.31,2024-05-10
11082,31,194.39,31.13,1.94,1443.69,49.49,2024-05-11
11083,31,68.71,16.68,499.43,38.81,38.2,2024-05-12
11084,31,65.19,2.07,465.67,13.84,78.55,2024-05-13
11085,31,79.84,0.95,78.44,289.11,62.68,2024-05-14
11086,31,19.04,60.1,116.7,28.83,6.41,2024-05-15
11087,31,260.71,9.57,293.1,36.1,94.01,2024-05-16
11088,31,206.26,17.13,92.61,86.82,30.18,2024-05-17
11089,31,196.64,53.46,492.87,116.65,62.9,2024-05-18
11090,31,70.05,21.37,211.61,18.05,53.04,2024-05-19
11091,31,25.7,155.09,319.52,72.35,14.94,2024-05-20
11092,31,92.67,23.22,71.19,1318.13,97.27,2024-05-21
11093,31,150.99,9.59,20.91,15.61,28.32,2024-05-22
11094,31,53.67,3.28,1.66,416.07,23.98,2024-05-23
11095,31,172.31,0.41,35.91,4.61,94.74,2024-05-24
11096,31,37.64,48.64,301.49,17.68,12.8,2024-05-25
11097,31,21.37,17.63,108.28,1151.46,11.55,2024-05-26
11098,31,96.28,15.63,203.44,15.63,94.59,2024-05-27
11099,31,72.89,77.63,9.69,297.83,7.56,2024-05-28
11100,31,78.19,22.53,121.95,11.72,98.1,2024-05-29
11101,31,12.83,3.63,129.97,12.36,22.14,2024-05-30
11102,31,54.11,3.39,5.91,31.37,3.16,2024-05-31
11103,31,149.49,21.97,55.76,76.51,10.76,2024-06-01
11104,31,277.56,3.0,36.97,29.03,89.32,2024-06-02
11105,31,30.08,16.59,182.64,0.57,25.66,2024-06-03
11106,31,17.05,0.39,136.27,22.12,3.04,2024-06-04
11107,31,4.75,5.04,77.68,9.15,75.74,2024-06-05
11108,31,32.82,19.46,15.33,47.11,82.15,2024-06-06
11109,31,109.63,28.59,335.21,19.84,70.12,2024-06-07
11110,31,71.85,8.88,13.94,1174.14,78.11,2024-06-08
11111,31,594.31,38.47,98.87,40.87,66.95,2024-06-09
11112,31,330.86,99.68,103.97,41.26,75.12,2024-06-10
11113,31,89.12,54.84,282.02,67.52,76.98,2024-06-11
11114,31,160.16,80.23,58.69,36.66,55.8,2024-06-12
11115,31,330.99,39.22,273.65,135.43,76.95,2024-06-13
11116,31,72.26,47.73,98.58,19.92,2.09,2024-06-14
11117,31,59.88,18.0,274.34,94.55,36.45,2024-06-15
11118,31,86.06,60.14,164.6,23.73,87.68,2024-06-16
11119,31,185.37,16.03,236.24,41.69,49.34,2024-06-17
11120,31,65.74,30.05,43.49,281.43,84.82,2024-06-18
11121,31,186.84,25.69,164.18,46.37,58.19,2024-06-19
11122,31,141.52,1.1,51.07,15.3,92.68,2024-06-20
11123,31,161.09,199.99,235.88,291.82,28.21,2024-06-21
11124,31,104.22,11.67,268.93,54.44,79.13,2024-06-22
11125,31,11.33,52.96,61.99,70.64,78.74,2024-06-23
11126,31,339.87,41.44,597.34,106.34,30.41,2024-06-24
11127,31,4.02,42.72,279.01,143.8,9.31,2024-06-25
11128,31,67.64,11.07,233.87,37.77,6.26,2024-06-26
11129,31,84.51,84.86,37.88,19.4,1.18,2024-06-27
11130,31,100.65,12.08,118.8,202.23,24.07,2024-06-28
11131,31,57.74,28.76,53.8,63.73,51.26,2024-06-29
11132,31,91.14,73.13,104.39,60.86,98.06,2024-06-30
11133,31,75.51,19.7,273.11,62.53,60.99,2024-07-01
11134,31,43.49,186.65,48.66,60.3,91.13,2024-07-02
11135,31,32.18,41.38,79.41,12.34,48.08,2024-07-03
11136,31,185.42,133.41,99.87,1145.64,52.56,2024-07-04
11137,31,20.13,32.72,113.61,11.97,54.79,2024-07-05
11138,31,719.22,42.02,108.91,132.43,16.88,2024-07-06
11139,31,320.08,11.51,214.73,240.32,18.68,2024-07-07
11140,31,58.52,2.27,98.76,100.0,2.9,2024-07-08
11141,31,58.83,7.18,43.24,56.04,15.58,2024-07-09
11142,31,32.04,9.26,16.0,5.52,78.21,2024-07-10
11143,31,283.91,63.84,64.29,86.84,83.59,2024-07-11
11144,31,286.42,20.5,61.63,106.99,28.64,2024-07-12
11145,31,1.69,3.28,170.04,9.14,17.02,2024-07-13
11146,31,105.14,65.21,545.78,93.88,97.21,2024-07-14
11147,31,80.25,21.67,321.41,91.09,24.81,2024-07-15
11148,31,65.1,1.79,154.05,49.42,2.43,2024-07-16
11149,31,360.03,35.17,102.77,43.14,6.64,2024-07-17
11150,31,11.64,43.74,108.05,12.06,73.54,2024-07-18
11151,31,35.27,29.47,43.76,0.8,64.51,2024-07-19
11152,31,214.83,78.58,205.22,88.0,3.99,2024-07-20
11153,31,177.85,34.53,357.21,241.91,94.82,2024-07-21
11154,31,161.61,124.2,240.14,17.6,7.79,2024-07-22
11155,31,35.99,1.02,130.75,219.6,67.44,2024-07-23
11156,31,789.06,26.75,497.26,122.58,16.8,2024-07-24
11157,31,184.71,23.26,48.69,17.67,50.91,2024-07-25
11158,31,187.56,26.73,139.18,28.84,86.91,2024-07-26
11159,31,34.1,77.45,17.13,1150.76,87.74,2024-07-27
11160,31,52.57,30.32,195.65,71.16,30.67,2024-07-28
11161,31,0.16,105.62,4.74,31.9,64.22,2024-07-29
11162,31,9.96,7.25,280.75,11.77,95.71,2024-07-30
11163,31,298.25,64.41,695.33,21.96,90.75,2024-07-31
11164,31,58.4,10.2,278.06,0.45,8.09,2024-08-01
11165,31,17.12,35.81,335.54,152.12,29.18,2024-08-02
11166,31,80.76,42.15,311.92,31.12,21.91,2024-08-03
11167,31,21.06,17.82,203.39,91.01,19.84,2024-08-04
11168,31,39.93,41.22,28.03,31.5,4.13,2024-08-05
11169,31,115.78,118.22,84.24,224.16,97.83,2024-08-06
11170,31,48.34,20.82,104.07,29.03,46.16,2024-08-07
11171,31,50.92,34.43,296.11,107.38,81.53,2024-08-08
11172,31,9.59,83.6,259.7,59.27,12.99,2024-08-09
11173,31,130.35,12.24,122.93,188.87,17.95,2024-08-10
11174,31,236.15,118.47,143.51,62.6,27.4,2024-08-11
11175,31,5.25,7.42,55.39,64.62,39.39,2024-08-12
11176,31,20.83,42.63,7.97,90.85,40.87,2024-08-13
11177,31,163.77,12.46,844.99,31.91,59.17,2024-08-14
11178,31,272.87,38.69,118.02,27.54,90.93,2024-08-15
11179,31,152.47,55.34,94.61,1184.7,19.56,2024-08-16
11180,31,150.66,39.1,422.81,22.43,84.2,2024-08-17
11181,31,189.26,24.1,195.15,130.51,79.6,2024-08-18
11182,31,225.0,23.62,22.04,115.53,40.55,2024-08-19
11183,31,89.64,83.36,119.23,19.99,9.01,2024-08-20
11184,31,432.58,57.0,719.09,33.13,88.63,2024-08-21
11185,31,93.03,33.61,469.32,153.81,28.06,2024-08-22
11186,31,93.95,88.48,33.91,206.01,6.56,2024-08-23
11187,31,166.01,11.47,284.12,56.88,38.98,2024-08-24
11188,31,42.48,166.02,132.18,216.49,16.83,2024-08-25
11189,31,77.76,37.85,76.76,13.43,30.91,2024-08-26
11190,31,278.86,17.59,56.69,50.35,14.67,2024-08-27
11191,31,69.0,43.26,24.76,123.61,41.54,2024-08-28
11192,31,17.24,2.06,196.95,24.26,62.09,2024-08-29
11193,31,4.18,3.2,265.97,81.8,13.82,2024-08-30
11194,31,488.69,4.82,72.41,111.0,58.41,2024-08-31
11195,31,86.31,199.99,168.56,15.45,22.19,2024-09-01
11196,31,20.88,104.68,103.02,161.57,43.57,2024-09-02
11197,31,164.63,32.0,11.38,168.91,62.2,2024-09-03
11198,31,114.98,68.82,19.31,128.61,32.3,2024-09-04
11199,31,70.72,15.42,510.35,10.08,31.83,2024-09-05
11200,31,99.76,9.54,47.15,74.66,88.5,2024-09-06
11201,31,187.92,25.0,63.71,5.43,88.89,2024-09-07
11202,31,92.42,54.87,404.37,83.0,43.08,2024-09-08
11203,31,104.31,47.84,41.79,225.11,38.59,2024-09-09
11204,31,36.12,92.15,327.94,133.11,96.9,2024-09-10
11205,31,84.58,43.82,91.75,189.65,91.34,2024-09-11
11206,31,649.79,15.69,297.07,12.74,65.39,2024-09-12
11207,31,117.38,11.02,579.27,40.96,50.8,2024-09-13
11208,31,107.5,86.42,74.75,45.53,5.72,2024-09-14
11209,31,64.92,123.43,105.49,132.6,12.68,2024-09-15
11210,31,40.95,7.11,179.93,66.1,46.49,2024-09-16
11211,31,135.45,53.68,278.84,35.3,63.74,2024-09-17
11212,31,9.91,34.09,170.3,17.5,40.14,2024-09-18
11213,31,66.22,13.87,444.76,37.83,38.18,2024-09-19
11214,31,207.19,68.55,2.42,77.47,84.45,2024-09-20
11215,31,28.81,109.93,23.17,258.79,6.31,2024-09-21
11216,31,245.22,35.39,416.57,138.64,35.32,2024-09-22
11217,31,50.19,72.68,395.31,208.45,66.63,2024-09-23
11218,31,66.47,36.84,382.19,11.35,12.29,2024-09-24
11219,31,106.13,9.9,279.37,15.78,84.25,2024-09-25
11220,31,104.42,11.26,831.48,1433.47,74.68,2024-09-26
11221,31,110.92,13.69,4.67,13.73,86.87,2024-09-27
11222,31,44.08,133.11,1.05,98.49,36.27,2024-09-28
11223,31,62.48,20.29,370.8,129.44,52.06,2024-09-29
11224,31,119.56,70.02,4.19,27.65,23.62,2024-09-30
11225,31,150.38,151.58,999.99,118.08,59.12,2024-10-01
11226,31,34.59,0.67,212.8,50.75,53.63,2024-10-02
11227,31,172.07,12.33,18.27,40.89,61.36,2024-10-03
11228,31,5.09,106.3,337.55,75.67,57.54,2024-10-04
11229,31,134.29,87.5,53.23,275.39,61.44,2024-10-05
11230,31,16.37,8.3,454.55,3.11,42.66,2024-10-06
11231,31,57.5,48.86,95.77,273.37,62.43,2024-10-07
11232,31,121.3,63.84,75.89,18.22,48.42,2024-10-08
11233,31,251.12,5.62,162.06,73.42,56.1,2024-10-09
11234,31,107.46,31.06,92.04,31.81,28.62,2024-10-10
11235,31,226.91,98.86,93.97,31.42,68.12,2024-10-11
11236,31,153.66,80.89,23.91,71.74,60.84,2024-10-12
11237,31,65.64,6.32,140.88,42.86,77.58,2024-10-13
11238,31,104.51,15.15,310.75,16.79,50.78,2024-10-14
11239,31,179.97,2.65,142.97,216.68,17.7,2024-10-15
11240,31,90.77,51.88,999.99,0.61,55.72,2024-10-16
11241,31,31.43,56.15,75.25,323.42,42.05,2024-10-17
11242,31,61.12,28.35,154.55,42.06,75.24,2024-10-18
11243,31,35.27,18.78,98.68,39.77,90.08,2024-10-19
11244,31,17.68,37.91,149.37,16.01,82.52,2024-10-20
11245,31,65.12,22.01,11.0,57.88,99.47,2024-10-21
11246,31,54.08,89.49,205.72,219.56,77.9,2024-10-22
11247,31,147.02,22.7,6.99,5.18,29.82,2024-10-23
11248,31,123.98,88.16,7.79,1329.42,98.38,2024-10-24
11249,31,174.8,53.05,7.81,48.58,93.99,2024-10-25
11250,31,242.77,50.16,763.36,16.24,54.1,2024-10-26
11251,31,275.48,21.0,15.19,107.2,67.26,2024-10-27
11252,31,196.36,162.74,370.82,205.26,18.25,2024-10-28
11253,31,1.71,14.71,216.57,7.41,26.64,2024-10-29
11254,31,28.09,49.64,118.1,53.37,1.14,2024-10-30
11255,31,269.04,1.04,96.3,28.54,73.59,2024-10-31
11256,31,143.6,14.14,355.5,82.51,44.9,2024-11-01
11257,31,130.3,20.95,30.12,80.96,66.15,2024-11-02
11258,31,45.01,12.25,26.55,183.47,56.64,2024-11-03
11259,31,0.86,33.09,85.34,55.98,47.39,2024-11-04
11260,31,84.7,17.4,18.51,23.57,17.73,2024-11-05
11261,31,124.72,16.61,43.95,1058.08,6.53,2024-11-06
11262,31,12.58,55.49,60.68,149.84,51.51,2024-11-07
11263,31,444.4,99.67,596.59,1400.56,23.18,2024-11-08
11264,31,45.77,119.83,508.04,1438.17,3.15,2024-11-09
11265,31,42.98,57.38,214.44,83.19,12.98,2024-11-10
11266,31,92.48,19.09,85.6,160.71,33.59,2024-11-11
11267,31,35.41,37.52,23.17,8.72,67.6,2024-11-12
11268,31,72.67,15.25,458.01,1339.64,81.39,2024-11-13
11269,31,261.39,95.11,363.92,28.98,66.88,2024-11-14
11270,31,171.21,49.55,34.13,367.96,44.94,2024-11-15
11271,31,64.63,104.38,22.86,31.87,86.34,2024-11-16
11272,31,10.89,49.99,81.68,84.0,9.94,2024-11-17
11273,31,56.76,18.56,881.42,19.5,91.72,2024-11-18
11274,31,497.6,82.03,144.22,137.46,12.68,2024-11-19
11275,31,701.09,3.45,63.73,3.06,6.5,2024-11-20
11276,31,235.11,8.52,231.3,210.22,33.35,2024-11-21
11277,31,50.32,6.97,247.52,16.68,15.15,2024-11-22
11278,31,68.93,30.97,41.7,1320.69,71.45,2024-11-23
11279,31,27.66,23.06,2.28,15.58,17.94,2024-11-24
11280,31,134.92,32.33,325.49,1043.45,95.15,2024-11-25
11281,31,263.25,20.05,464.66,60.68,38.47,2024-11-26
11282,31,88.07,25.68,179.92,89.39,15.07,2024-11-27
11283,31,47.17,48.5,142.7,64.07,83.8,2024-11-28
11284,31,39.41,39.23,11.0,49.03,51.58,2024-11-29
11285,31,203.41,53.26,200.39,13.15,41.43,2024-11-30
11286,31,192.48,28.86,455.71,52.37,73.27,2024-12-01
11287,31,163.29,39.16,165.37,63.25,86.8,2024-12-02
11288,31,168.86,96.75,36.35,39.61,74.82,2024-12-03
11289,31,35.33,18.0,168.4,122.49,84.79,2024-12-04
11290,31,163.79,121.57,248.28,26.01,81.21,2024-12-05
11291,31,20.89,10.01,216.24,44.19,55.75,2024-12-06
11292,31,270.03,36.97,104.16,190.24,91.15,2024-12-07
11293,31,39.21,13.26,69.22,8.79,70.72,2024-12-08
11294,31,33.51,4.58,141.76,322.34,18.27,2024-12-09
11295,31,1.69,43.62,161.83,78.63,64.03,2024-12-10
11296,31,270.04,30.09,89.99,178.64,27.02,2024-12-11
11297,31,192.21,77.37,29.36,95.73,72.01,2024-12-12
11298,31,26.14,19.05,36.05,44.48,71.85,2024-12-13
11299,31,29.71,53.76,43.05,50.21,99.87,2024-12-14
11300,31,42.83,2.53,399.07,1303.81,10.65,2024-12-15
11301,31,265.08,89.36,408.01,16.98,15.12,2024-12-16
11302,31,21.55,67.39,151.11,60.07,38.73,2024-12-17
11303,31,384.49,2.33,239.14,76.16,90.52,2024-12-18
11304,31,577.06,56.45,278.6,76.37,40.45,2024-12-19
11305,31,186.85,2.53,41.64,256.4,69.87,2024-12-20
11306,31,143.69,24.21,89.85,180.57,94.01,2024-12-21
11307,31,30.7,20.16,97.72,3.34,79.29,2024-12-22
11308,31,12.61,29.81,122.24,44.16,76.46,2024-12-23
11309,31,313.93,40.18,999.99,74.13,38.56,2024-12-24
11310,31,190.02,7.22,815.09,47.82,20.29,2024-12-25
11311,31,0.27,30.31,328.11,63.31,75.17,2024-12-26
11312,31,408.98,127.71,31.96,249.85,28.09,2024-12-27
11313,31,331.42,0.74,343.23,117.91,59.3,2024-12-28
11314,31,26.37,84.53,94.57,40.58,33.31,2024-12-29
11315,31,131.84,41.85,160.4,68.67,86.98,2024-12-30
11316,32,18.08,56.77,20.55,32.18,38.37,2024-01-01
11317,32,143.91,29.74,168.39,104.1,5.58,2024-01-02
11318,32,199.9,54.56,524.76,41.74,52.06,2024-01-03
11319,32,210.49,32.89,114.36,90.44,26.33,2024-01-04
11320,32,17.11,5.77,34.66,181.31,89.7,2024-01-05
11321,32,4.91,10.38,476.91,208.39,21.71,2024-01-06
11322,32,9.79,10.19,123.13,42.98,17.94,2024-01-07
11323,32,84.62,7.38,349.05,34.21,35.65,2024-01-08
11324,32,138.93,7.34,314.65,1.67,63.77,2024-01-09
